GEOID10,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,POPULATION,MEDAGE,MEDHHINC,MEDHOUSING,PCPREWAR,MEDYRBUILT,DENSITY
36081130100,36,081,130100,1400000US36081130100,3984,41,63189,1134,27.2,1952,14768.200555891102
36081136700,36,081,136700,1400000US36081136700,6054,43,61681,991,1.3,1956,20305.949739502732
36081157901,36,081,157901,1400000US36081157901,4994,47,82981,1414,3.8,1955,14159.61762551849
36081990100,36,081,990100,1400000US36081990100,0,NA,NA,NA,NA,NA,NA
36085000800,36,085,000800,1400000US36085000800,5678,37,76524,1535,31.7,1966,18385.86419720673
36085002001,36,085,002001,1400000US36085002001,2530,38,84135,1271,11.6,1976,12760.176505525535
36085005000,36,085,005000,1400000US36085005000,3690,40,70893,1800,21.2,1977,12059.011108811846
36085013204,36,085,013204,1400000US36085013204,4837,43,86429,1539,4,1967,11986.084824525231
36085015602,36,085,015602,1400000US36085015602,3446,43,84063,1241,0.9,1965,10129.817594929813
36085017010,36,085,017010,1400000US36085017010,9085,40,90747,1879,2.7,1980,21187.183424141822
36085017300,36,085,017300,1400000US36085017300,2529,37,38011,804,8.7,1961,19083.97912733375
36085018902,36,085,018902,1400000US36085018902,5180,40,67813,1528,6.7,1975,16844.287163519486
36085023900,36,085,023900,1400000US36085023900,3310,28,59786,1700,42.4,1959,16111.824764840203
36085025100,36,085,025100,1400000US36085025100,5879,42,95239,1557,11.4,1965,12994.821758087764
36085027702,36,085,027702,1400000US36085027702,6542,42,65764,1397,1.6,1985,11643.947257707276
36085029104,36,085,029104,1400000US36085029104,7273,38,89511,1915,3.1,1978,12219.389207720726
36061001300,36,061,001300,1400000US36061001300,4374,30,123558,2825,71.1,NA,36224.650857603316
36061002000,36,061,002000,1400000US36061002000,4864,43,16778,415,13.6,1949,99757.70002296429
36061003100,36,061,003100,1400000US36061003100,2673,24,183500,2809,19.5,1996,33776.02429635701
36061003602,36,061,003602,1400000US36061003602,3140,35,81250,1365,55.1,NA,91365.81231533182
36061004300,36,061,004300,1400000US36061004300,4288,35,71635,1810,60.4,NA,74416.66416955354
36061004700,36,061,004700,1400000US36061004700,2360,37,101786,2115,83.6,NA,36950.39734979235
36061006300,36,061,006300,1400000US36061006300,6330,41,113284,2160,56.5,NA,92007.9693804823
36061008700,36,061,008700,1400000US36061008700,7159,33,122569,2414,43.3,1945,112073.18588275116
36061009500,36,061,009500,1400000US36061009500,3299,26,145956,2931,51.1,NA,49686.97176153149
36061009800,36,061,009800,1400000US36061009800,7654,37,122331,2113,35.6,1956,111955.6789030203
36061010602,36,061,010602,1400000US36061010602,4482,38,120053,2335,7.1,1963,92341.37200404101
36061011100,36,061,011100,1400000US36061011100,4680,31,105750,2370,30.6,1993,69080.12332943892
36061012700,36,061,012700,1400000US36061012700,6974,38,69578,1804,63.7,NA,103792.40062979097
36061013000,36,061,013000,1400000US36061013000,3277,57,244375,1744,63.3,NA,47621.50682840887
36061013900,36,061,013900,1400000US36061013900,8252,41,91952,1994,36.6,1950,117693.66434097855
36061014500,36,061,014500,1400000US36061014500,5195,36,161685,3182,4.7,1988,75453.74723111693
36061014801,36,061,014801,1400000US36061014801,3081,39,167667,2270,28.4,1966,153518.78697166164
36061016400,36,061,016400,1400000US36061016400,6901,34,33493,860,5.8,1969,100758.2568803202
36061016900,36,061,016900,1400000US36061016900,7864,39,107401,1982,80.5,NA,113152.44070621439
36061017401,36,061,017401,1400000US36061017401,4127,42,21435,880,7.3,1965,106027.85854858549
36061018100,36,061,018100,1400000US36061018100,9008,44,70075,1170,39,1962,168506.82101765915
36061019200,36,061,019200,1400000US36061019200,4066,28,16206,424,9.7,1955,55468.366260389565
36061019800,36,061,019800,1400000US36061019800,2513,42,70481,1280,26,1993,28869.292993630574
36061020300,36,061,020300,1400000US36061020300,3142,20,36667,1469,68.3,NA,45660.449526716526
36061021200,36,061,021200,1400000US36061021200,4412,40,52263,1449,5.7,1959,64773.189824052235
36061022200,36,061,022200,1400000US36061022200,3089,35,32361,1085,37.2,1965,44098.69217625205
36061022600,36,061,022600,1400000US36061022600,4235,35,36627,1063,48.1,1945,71700.03189980325
36061023501,36,061,023501,1400000US36061023501,6647,31,34846,976,74.8,NA,96152.64450836382
36061024100,36,061,024100,1400000US36061024100,7911,38,47957,1132,58.7,NA,114606.11064934195
36061029100,36,061,029100,1400000US36061029100,12337,33,28743,1025,72.5,NA,170433.39230527153
36061030900,36,061,030900,1400000US36061030900,9398,33,27513,963,38.6,1951,80398.1715199239
36047000301,36,047,000301,1400000US36047000301,3985,41,101544,1860,73.6,NA,51349.022532450406
36047000502,36,047,000502,1400000US36047000502,2600,37,91964,1730,60,NA,69566.51205074434
36047002000,36,047,002000,1400000US36047002000,1368,30,61023,1493,74.8,NA,22986.567776927168
36047003400,36,047,003400,1400000US36047003400,3038,42,69848,1345,56.8,NA,16481.776342221077
36047008000,36,047,008000,1400000US36047008000,4373,32,53380,1609,81.2,NA,81410.68647661764
36047009000,36,047,009000,1400000US36047009000,3224,31,36925,1334,62.7,NA,56232.4238314264
36047010000,36,047,010000,1400000US36047010000,6312,30,33229,1055,67.3,NA,108286.44271047229
36081000200,36,081,000200,1400000US36081000200,3364,36,64242,1601,55.9,NA,55638.55571378397
36081000400,36,081,000400,1400000US36081000400,4559,33,54773,1600,50,NA,52507.38307882497
36047012801,36,047,012801,1400000US36047012801,2094,37,42596,1223,46.5,1941,47170.967975368345
36047013600,36,047,013600,1400000US36047013600,3813,37,66375,1372,75.6,NA,46093.498515766485
36047014200,36,047,014200,1400000US36047014200,3105,35,56324,1318,66.2,NA,40164.37877387938
36047015100,36,047,015100,1400000US36047015100,4273,35,121742,2414,78.9,NA,74120.58538218886
36047016300,36,047,016300,1400000US36047016300,3223,36,86234,1762,84.2,NA,45344.34589227125
36047017000,36,047,017000,1400000US36047017000,4115,37,72875,1463,59.3,NA,50982.79630896401
36047017900,36,047,017900,1400000US36047017900,4131,37,45947,1270,17.7,1978,67367.50910155586
36047018400,36,047,018400,1400000US36047018400,2551,40,76210,1588,43.2,1941,44303.728855838155
36047019300,36,047,019300,1400000US36047019300,5761,30,54369,912,14,1961,55318.398045438364
36047019600,36,047,019600,1400000US36047019600,5120,36,48382,1345,65.7,NA,70420.84765834516
36047020300,36,047,020300,1400000US36047020300,1688,33,106250,2204,46.7,NA,31039.842553674884
36047021100,36,047,021100,1400000US36047021100,1362,34,43000,1296,42,1945,20311.17515373454
36047021700,36,047,021700,1400000US36047021700,3904,32,54595,1176,62.9,NA,84487.65146476378
36047023300,36,047,023300,1400000US36047023300,4863,31,33141,864,38.2,1953,73295.1486781385
36081001600,36,081,001600,1400000US36081001600,3244,34,61786,1521,60.4,NA,55458.59096099644
36081002000,36,081,002000,1400000US36081002000,1950,35,77321,1667,41.3,1958,34498.49792003934
36081003400,36,081,003400,1400000US36081003400,2389,32,74000,1413,60.9,NA,28915.220700322916
36081003900,36,081,003900,1400000US36081003900,1646,34,41287,1501,41.7,1947,29006.737756004626
36081005000,36,081,005000,1400000US36081005000,37,45,NA,NA,77.8,NA,620.488960256925
36081005300,36,081,005300,1400000US36081005300,4043,36,53496,1369,38.5,1945,53289.98144500934
36081006201,36,081,006201,1400000US36081006201,5996,47,62572,997,0.7,1963,38543.70736743872
36081007300,36,081,007300,1400000US36081007300,4365,35,60319,1583,31.9,1954,79864.48910678459
36081009600,36,081,009600,1400000US36081009600,4079,35,73533,1542,65.7,NA,51167.53548699569
36081012301,36,081,012301,1400000US36081012301,2670,32,84026,1491,29.3,1949,11690.753859574383
36081014000,36,081,014000,1400000US36081014000,3733,32,67054,1517,38.3,1950,43530.48397394049
36081014400,36,081,014400,1400000US36081014400,2033,35,55341,1421,56,NA,23952.46124942569
36081015000,36,081,015000,1400000US36081015000,2895,36,74224,1701,59.2,NA,50966.3414833092
36081016800,36,081,016800,1400000US36081016800,3413,38,66011,1918,53.5,NA,41817.674120680276
36047024300,36,047,024300,1400000US36047024300,4273,37,54505,1359,66.1,NA,71701.26611769432
36047025000,36,047,025000,1400000US36047025000,1527,46,46190,1132,58.4,NA,22794.223082908273
36047025300,36,047,025300,1400000US36047025300,2540,33,43491,1370,54.4,NA,40649.60527941867
36047025902,36,047,025902,1400000US36047025902,3737,26,16140,378,11.6,1961,162412.07430278216
36047026200,36,047,026200,1400000US36047026200,2422,40,57121,1182,70.7,NA,39737.68322363628
36047028900,36,047,028900,1400000US36047028900,3408,30,39570,1099,51.5,NA,53256.17897912393
36047029900,36,047,029900,1400000US36047029900,2663,30,22734,1156,32.7,1984,48496.94162482949
36047030900,36,047,030900,1400000US36047030900,2134,29,29375,1039,44,1971,36394.87164088685
36047031701,36,047,031701,1400000US36047031701,3262,31,50205,1273,79.4,NA,60458.56875219155
36047032500,36,047,032500,1400000US36047032500,6446,34,43245,1220,34.9,1953,99131.08558670894
36047033000,36,047,033000,1400000US36047033000,4634,36,23007,535,2.2,1968,32539.33726270584
36047035300,36,047,035300,1400000US36047035300,5140,34,39934,1173,70.7,NA,81620.93855378842
36047036002,36,047,036002,1400000US36047036002,3975,50,18738,1065,39.7,1946,119667.12734796354
36047036600,36,047,036600,1400000US36047036600,4702,38,36487,1156,42.2,1945,52009.03497698096
36081017800,36,081,017800,1400000US36081017800,2242,39,47679,2012,41.7,1946,30771.591086616678
36081018402,36,081,018402,1400000US36081018402,2342,38,54063,1816,50.5,NA,28538.80559319482
36081018600,36,081,018600,1400000US36081018600,1908,29,63704,1802,38.9,1949,27309.88899634704
36081019600,36,081,019600,1400000US36081019600,2756,32,61944,1485,31.9,1962,32023.790934826397
36081021200,36,081,021200,1400000US36081021200,2362,34,38750,1226,49.5,1941,25590.66845147958
36081022002,36,081,022002,1400000US36081022002,6421,37,57287,1246,9.1,1956,54328.60822068172
36081024600,36,081,024600,1400000US36081024600,0,NA,NA,NA,NA,NA,0
36081025301,36,081,025301,1400000US36081025301,3967,40,51302,1446,53.6,NA,80778.04295800117
36081026600,36,081,026600,1400000US36081026600,1933,44,27833,865,11.7,1965,28939.500708104762
36081027300,36,081,027300,1400000US36081027300,8196,31,39073,1190,27.6,1952,98617.6215116306
36081027800,36,081,027800,1400000US36081027800,2437,35,38147,690,10.3,1964,35989.28473029992
36081029100,36,081,029100,1400000US36081029100,6605,38,33785,1324,46,1944,65424.24826752742
36081031700,36,081,031700,1400000US36081031700,6451,40,64207,1511,15.9,1954,21765.483975519714
36005012101,36,005,012101,1400000US36005012101,3057,27,27813,1082,49,1943,68482.4055356139
36005018500,36,005,018500,1400000US36005018500,6885,31,26496,943,36.2,1956,43265.85979410459
36005022701,36,005,022701,1400000US36005022701,5917,31,29426,1086,47.6,1941,134417.6738531708
36005027401,36,005,027401,1400000US36005027401,4576,47,80673,1582,22.2,1957,16904.171475190982
36005032300,36,005,032300,1400000US36005032300,4595,46,87483,1226,6.8,1959,21207.0901671478
36005037800,36,005,037800,1400000US36005037800,3233,28,35625,1200,32.1,1950,63455.27519362221
36005040304,36,005,040304,1400000US36005040304,4229,26,34643,1222,75.2,NA,162616.8696013659
36005046201,36,005,046201,1400000US36005046201,28926,49,43205,836,0.9,1968,35882.72227839359
36047003800,36,047,003800,1400000US36047003800,1555,48,85950,1304,57.6,NA,31593.148151053516
36047005100,36,047,005100,1400000US36047005100,2143,38,85563,2101,51.9,NA,30804.441580641582
36047007600,36,047,007600,1400000US36047007600,4775,30,32996,1333,74.8,NA,89399.66964492251
36047009400,36,047,009400,1400000US36047009400,5837,32,40239,1215,52.9,NA,100100.37977566777
36047012100,36,047,012100,1400000US36047012100,1807,33,93393,2071,66.3,NA,31610.39279731993
36047018000,36,047,018000,1400000US36047018000,3512,34,57194,1403,54.9,NA,51647.99255036453
36047020700,36,047,020700,1400000US36047020700,4536,37,97353,1683,81.1,NA,85200.92805755396
36047023800,36,047,023800,1400000US36047023800,4142,27,29050,1372,52.3,NA,63147.384662475575
36047028100,36,047,028100,1400000US36047028100,4882,29,25082,778,39.8,1962,78081.24971285307
36047030600,36,047,030600,1400000US36047030600,2029,36,60132,1218,28.3,1964,27132.68545701437
36047041000,36,047,041000,1400000US36047041000,1854,44,43750,1117,57.7,NA,33609.60413239916
36047043400,36,047,043400,1400000US36047043400,3368,38,47054,1159,60.5,NA,62460.292886909454
36047048600,36,047,048600,1400000US36047048600,3355,29,44489,1318,65.4,NA,49529.803919333324
36047050202,36,047,050202,1400000US36047050202,2405,41,73081,1728,45.5,1946,45889.63318770858
36047051001,36,047,051001,1400000US36047051001,4274,32,44332,1230,72.2,NA,143869.521353747
36047055000,36,047,055000,1400000US36047055000,3744,37,42993,1163,56,NA,53927.47545797324
36047057800,36,047,057800,1400000US36047057800,3260,39,37953,1219,49.4,1941,49022.89851538323
36047065600,36,047,065600,1400000US36047065600,1827,36,82250,1646,73.4,NA,30811.10625219758
36047069000,36,047,069000,1400000US36047069000,1801,41,78663,2337,39.4,1948,26976.38921307247
36047077600,36,047,077600,1400000US36047077600,3956,43,62529,1221,29,1958,54925.04504543139
36047080600,36,047,080600,1400000US36047080600,4241,25,39194,1413,53.6,NA,66050.5421439696
36047094401,36,047,094401,1400000US36047094401,3916,40,66167,1582,18.9,1954,27488.84175149879
36047102600,36,047,102600,1400000US36047102600,2508,38,67955,1602,9.8,1964,47790.537845791645
36047117201,36,047,117201,1400000US36047117201,2536,33,51042,1464,60.8,NA,50858.398321292785
36061000201,36,061,000201,1400000US36061000201,2791,40,20521,693,32,1954,80111.00714816088
36061003002,36,061,003002,1400000US36061003002,2831,40,50625,1212,45.7,1944,93374.79819165872
36061006700,36,061,006700,1400000US36061006700,5011,33,88492,2212,72,NA,77033.38042949227
36061008300,36,061,008300,1400000US36061008300,3929,33,69303,1144,36,1958,58430.062655749374
36061011402,36,061,011402,1400000US36061011402,2345,47,151131,2021,40.2,1950,61473.515521412155
36061016500,36,061,016500,1400000US36061016500,6760,46,126346,1910,84.5,NA,85691.93400451259
36061019000,36,061,019000,1400000US36061019000,3194,40,58750,1019,22.3,1992,79694.24165237664
36061021500,36,061,021500,1400000US36061021500,3756,29,33477,1073,11.1,1974,139549.48971453164
36061023300,36,061,023300,1400000US36061023300,6808,34,41552,1199,80.6,NA,75933.36392606756
36061026500,36,061,026500,1400000US36061026500,8056,35,61695,1321,69.7,NA,106979.41071694088
36081001400,36,081,001400,1400000US36081001400,3781,38,61081,1657,54.1,NA,45821.72729910067
36081003600,36,081,003600,1400000US36081003600,3724,32,76081,1421,57.6,NA,53582.18788262613
36081005100,36,081,005100,1400000US36081005100,2194,32,46217,1372,60.7,NA,41440.41241804803
36081011000,36,081,011000,1400000US36081011000,3586,36,70597,1550,53,NA,56274.06611570248
36081016100,36,081,016100,1400000US36081016100,2606,32,49737,1489,53.4,NA,62671.860867627394
36081027500,36,081,027500,1400000US36081027500,7489,34,49063,1248,20.6,1952,109198.09111278754
36081035100,36,081,035100,1400000US36081035100,4215,38,58433,1134,16.5,1953,78402.19059041518
36081040500,36,081,040500,1400000US36081040500,3339,29,42557,1455,32.9,1952,66795.68029412445
36081044800,36,081,044800,1400000US36081044800,2677,35,51184,1495,44.6,1942,33333.32312189306
36081051300,36,081,051300,1400000US36081051300,2023,39,55281,1383,29.8,1965,27072.85878006562
36081054000,36,081,054000,1400000US36081054000,4354,34,48040,1640,47.2,1942,21542.167648564595
36081055500,36,081,055500,1400000US36081055500,2348,34,46169,1261,58,NA,39561.8661948008
36081060800,36,081,060800,1400000US36081060800,1662,43,84821,1764,32.6,1947,20357.727533270907
36081066000,36,081,066000,1400000US36081066000,3674,35,93906,2077,5.1,1956,24616.33319795011
36081069500,36,081,069500,1400000US36081069500,1773,45,54309,1479,43,1943,21536.770756827485
36081077906,36,081,077906,1400000US36081077906,3241,35,56012,1104,5.7,1955,29037.969758713138
36081115500,36,081,115500,1400000US36081115500,2350,35,71250,1592,56,NA,32546.411135292958
36081118700,36,081,118700,1400000US36081118700,2404,36,42222,1311,42.2,1955,33254.098603359416
36081143500,36,081,143500,1400000US36081143500,2153,43,76528,1689,51.3,NA,15588.16224844363
36085000300,36,085,000300,1400000US36085000300,1738,42,59688,1166,52.6,NA,8486.944808641172
36085002900,36,085,002900,1400000US36085002900,5781,29,30096,1225,30,1957,28416.4649432628
36085018701,36,085,018701,1400000US36085018701,1742,40,78750,1692,34.5,1955,11697.07089913071
36085027704,36,085,027704,1400000US36085027704,4357,39,99107,1816,1,1983,21371.456279201015
36005036902,36,005,036902,1400000US36005036902,2236,32,25100,721,53.4,NA,92798.9803544531
36047004400,36,047,004400,1400000US36047004400,2420,47,95341,1627,70.3,NA,14941.656658315116
36047064800,36,047,064800,1400000US36047064800,1918,39,63393,1467,57.5,NA,32784.6582278481
36081012400,36,081,012400,1400000US36081012400,3118,30,57261,1467,73.6,NA,40856.13396809657
36081056700,36,081,056700,1400000US36081056700,4231,38,80838,1705,70.6,NA,34962.42922001474
36081084601,36,081,084601,1400000US36081084601,2671,41,63971,1497,11.1,1955,20759.635657612023
36005024502,36,005,024502,1400000US36005024502,3619,34,25605,1056,59.6,NA,93587.54090700322
36005037000,36,005,037000,1400000US36005037000,2463,39,51515,1679,22.2,1955,40149.41903892753
36047043500,36,047,043500,1400000US36047043500,5156,30,41058,1425,78.2,NA,79413.27874974726
36047058800,36,047,058800,1400000US36047058800,3505,42,61964,1175,21.7,1961,56875.915142629805
